entry,state,position,recency,name,title,workRemoteAllowed,dashEntityUrn
33358,Florida,data engineer,5/1/66,Piper Companies,100% Remote Electronic Case Reporting Lead,TRUE,urn:li:fsd_jobPosting:3049190382
33385,Florida,data engineer,5/1/67,The Mom Project,Data Engineer Manager (100% Remote),TRUE,urn:li:fsd_jobPosting:3015466032
33397,Florida,data engineer,5/1/68,Yahoo,Software Dev Engineer I,TRUE,urn:li:fsd_jobPosting:3014525406
33523,Florida,data engineer,5/1/69,U.S. Bank,Data Analytics Solution Engineer,TRUE,urn:li:fsd_jobPosting:3040277897
33538,Florida,data engineer,5/1/70,Teach For America,Data Engineer >,TRUE,urn:li:fsd_jobPosting:3055259842
33544,Florida,data engineer,5/1/71,Dice,Software Engineer - 100% Remote,TRUE,urn:li:fsd_jobPosting:3055771540
33601,Florida,data engineer,5/1/72,Yahoo,Data Engineer II,TRUE,urn:li:fsd_jobPosting:3014530053
33727,Florida,data engineer,5/1/73,Zillow,Software Development Engineer,TRUE,urn:li:fsd_jobPosting:3052820201
33742,Florida,data engineer,5/1/74,Yahoo,Software Engineer - TLS,TRUE,urn:li:fsd_jobPosting:3014527020
33868,Florida,data engineer,5/1/75,WEX,Data Engineer,TRUE,urn:li:fsd_jobPosting:3055224527
33874,Florida,data engineer,5/1/76,Piper Companies,Analytics Solution Engineer,TRUE,urn:li:fsd_jobPosting:3047526981
33901,Florida,data engineer,5/1/77,Yahoo,Storm Developer,TRUE,urn:li:fsd_jobPosting:3014525156
34027,Florida,data engineer,5/1/78,Verana Health,Data Engineer,TRUE,urn:li:fsd_jobPosting:2758281638
34038,Florida,data engineer,5/1/79,Blackbaud,Data Engineer,TRUE,urn:li:fsd_jobPosting:2937911135
34054,Florida,data engineer,5/1/80,Rapid7,Software Engineer- Salesforce Cloud,FALSE,urn:li:fsd_jobPosting:2972358613
34064,Florida,data engineer,5/1/81,Webmasters4SEO,System Engineer,TRUE,urn:li:fsd_jobPosting:3050417032
34067,Florida,data engineer,5/1/82,Axos Bank,Software Engineer - VP,TRUE,urn:li:fsd_jobPosting:3047197920
34070,Florida,data engineer,5/1/83,Piper Companies,Software Engineer,TRUE,urn:li:fsd_jobPosting:3049189522
34097,Florida,data engineer,5/1/84,Yahoo,Software Dev Engineer (Cloud Platform Engineering),TRUE,urn:li:fsd_jobPosting:3014525271
34223,Florida,data engineer,5/1/85,"Triage Partners, LLC",Software Engineer,FALSE,urn:li:fsd_jobPosting:3055056915
34224,Florida,data engineer,5/1/86,Yahoo,Data and Reporting Engineer,TRUE,urn:li:fsd_jobPosting:3014525341
34350,Florida,data engineer,5/1/87,Openstaff,Business Intelligence Data Engineer,TRUE,urn:li:fsd_jobPosting:3049802464
34352,Florida,data engineer,5/1/88,Google,"Developer Relations Engineer, Analytics",TRUE,urn:li:fsd_jobPosting:3010672334
34367,Florida,data engineer,5/1/89,Sophos,Software Engineer,TRUE,urn:li:fsd_jobPosting:3055581777
34370,Florida,data engineer,5/1/90,bld.ai,Software Engineer,TRUE,urn:li:fsd_jobPosting:3053780895
34376,Florida,data engineer,5/1/91,Zillow,Software Development Engineer - ML,TRUE,urn:li:fsd_jobPosting:3052818445
34391,Florida,data engineer,5/1/92,U.S. Bank,"Software Engineer - Technical Writer - Minneapolis, MN or Remote",TRUE,urn:li:fsd_jobPosting:3041720006
34406,Florida,data engineer,5/1/93,Chewy,Cloud Database Engineer,FALSE,urn:li:fsd_jobPosting:3015033833
34410,Florida,data engineer,5/1/94,Vindex,Software Engineer - Data Pipelines,TRUE,urn:li:fsd_jobPosting:2998899937
34419,Florida,data engineer,5/1/95,Duck Creek Technologies,Support Engineer i - Remote,TRUE,urn:li:fsd_jobPosting:3053088877
34422,Florida,data engineer,5/1/96,Dice,"Software Engineer, Machine Learning, 100% Remote",TRUE,urn:li:fsd_jobPosting:3046925427
34479,Florida,data engineer,5/1/97,Dice,"Application Engineer, Database / .Net Web - Work From Home - M",TRUE,urn:li:fsd_jobPosting:3047050308
34536,Florida,data engineer,5/1/98,Future,Data Engineer,TRUE,urn:li:fsd_jobPosting:3010627139
34545,Florida,data engineer,5/1/99,Yahoo,Software Dev Engineer,TRUE,urn:li:fsd_jobPosting:3014529015
34671,Florida,data engineer,5/1/00,Skolem Technologies,Software Engineer,TRUE,urn:li:fsd_jobPosting:3038279787
34674,Florida,data engineer,5/1/01,Dremio,Software Engineer - SQL Profiler,TRUE,urn:li:fsd_jobPosting:3017010900
34683,Florida,data engineer,5/1/02,Sophos!,Software Engineer,TRUE,urn:li:fsd_jobPosting:3049876049
34686,Florida,data engineer,5/1/03,Side,Associate Software Engineer,TRUE,urn:li:fsd_jobPosting:3015307847
34689,Florida,data engineer,5/1/04,Dice,Fully Remote : Software Quality Assurance Engineer,TRUE,urn:li:fsd_jobPosting:3046923726
34746,Florida,data engineer,5/1/05,Yahoo,Big Data Tools Developer,TRUE,urn:li:fsd_jobPosting:3014524126
34872,Florida,data engineer,5/1/06,Yahoo,Software Dev Engineer,TRUE,urn:li:fsd_jobPosting:3014524128
34998,Florida,data engineer,5/1/07,Inmar Intelligence,Java Software Engineer (Remote),TRUE,urn:li:fsd_jobPosting:3052895716
35001,Florida,data engineer,5/1/08,Lacework,Software Engineer,TRUE,urn:li:fsd_jobPosting:2928880260
35010,Florida,data engineer,5/1/09,Actalent,Software Engineer,FALSE,urn:li:fsd_jobPosting:3055722805
35059,Florida,data engineer,5/1/10,Yahoo,Software Engineer: Full stack,TRUE,urn:li:fsd_jobPosting:3014525293
35185,Florida,data engineer,5/1/11,Circle,Software Engineer,TRUE,urn:li:fsd_jobPosting:2876823103
35197,Florida,data engineer,5/1/12,"JM Family Enterprises, Inc.",Software Engineer (DevOps/.NET),FALSE,urn:li:fsd_jobPosting:2978636091
35198,Florida,data engineer,5/1/13,"New Relic, Inc.",Full-Stack Software Engineer II - Error Tracking - Remote,TRUE,urn:li:fsd_jobPosting:2929540321
35213,Florida,data engineer,5/1/14,Newsela,"Software Engineer, Interactive Content",TRUE,urn:li:fsd_jobPosting:2931081462
35306,Florida,data engineer,5/1/15,Protocol Labs,"Software Engineer, IPLD",TRUE,urn:li:fsd_jobPosting:2967858765
35315,Florida,data engineer,5/1/16,DISH Network,Field Engineer I,FALSE,urn:li:fsd_jobPosting:3055066699
35317,Florida,data engineer,5/1/17,Yahoo,Software Engineer,TRUE,urn:li:fsd_jobPosting:3014523227
35443,Florida,data engineer,5/1/18,Actalent,"Software Engineer, Applications",FALSE,urn:li:fsd_jobPosting:3055715788
35492,Florida,data engineer,5/1/19,DISH Network,Field Engineer I,FALSE,urn:li:fsd_jobPosting:3055068609
35494,Florida,data engineer,5/1/20,G2,Software Engineer (Labs),TRUE,urn:li:fsd_jobPosting:2850462528
35503,Florida,data engineer,5/1/21,Rapid7,Software Engineer II - InsightIDR,TRUE,urn:li:fsd_jobPosting:2971504460
35513,Florida,data engineer,5/1/22,CNH Industrial,Integration Software Engineer,TRUE,urn:li:fsd_jobPosting:3015037489
35522,Florida,data engineer,5/1/23,WeaveGrid,Software Engineer - Front End,TRUE,urn:li:fsd_jobPosting:2968421278
35531,Florida,data engineer,5/1/24,Newsela,"Software Engineer, Interactive Content",TRUE,urn:li:fsd_jobPosting:2931081457
35624,Florida,data engineer,5/1/25,CDW,Network Engineer - Delivery Software Defined Infrastructure - Digital Velocity Solutions,TRUE,urn:li:fsd_jobPosting:3016757322
35633,Florida,data engineer,5/1/26,One Medical,"Analytics Engineer, Business & Clinical Intelligence",TRUE,urn:li:fsd_jobPosting:2968433609
35639,Florida,data engineer,5/1/27,Newsela,"Software Engineer, Interactive Content",TRUE,urn:li:fsd_jobPosting:2931083157
35732,Florida,data engineer,5/1/28,TruePlan.io,Software Engineer - Back End,TRUE,urn:li:fsd_jobPosting:2876836639
35741,Florida,data engineer,5/1/29,Grafana Labs,Software Integration Engineer - Golang / k6 Extensions (Remote),TRUE,urn:li:fsd_jobPosting:3016325343
35747,Florida,data engineer,5/1/30,Podium,Software Development Engineer - Test,FALSE,urn:li:fsd_jobPosting:2876284489
35749,Florida,data engineer,5/1/31,Kensho Technologies,"Software Engineer, ML Ops",TRUE,urn:li:fsd_jobPosting:3053769094
35758,Florida,data engineer,5/1/32,Yahoo,Software Dev Engineer II,TRUE,urn:li:fsd_jobPosting:3014518979
35884,Florida,data engineer,5/1/33,Dice,Ruby on Rails Software Engineer - Work From Home - Hot To Hire! - M,TRUE,urn:li:fsd_jobPosting:3046634655
35941,Florida,data engineer,5/1/34,SMX,Front End Software Engineer ePED (1249),TRUE,urn:li:fsd_jobPosting:3017024892
35962,Florida,data engineer,5/1/35,Yahoo,Yahoo Finance Android Engineer,TRUE,urn:li:fsd_jobPosting:3014525261
36088,Florida,data engineer,5/1/36,Kensho Technologies,Front End Software Engineer,TRUE,urn:li:fsd_jobPosting:3053768234
36097,Florida,data engineer,5/1/37,"Varsity Tutors, a Nerdy Company",Software Engineer II (Full Stack),TRUE,urn:li:fsd_jobPosting:3048480207
36118,Florida,data engineer,5/1/38,Zippin,"Software Engineer, Machine Learning",TRUE,urn:li:fsd_jobPosting:3049817713
36124,Florida,data engineer,5/1/39,Actalent,Software Engineer,FALSE,urn:li:fsd_jobPosting:3055721983
36173,Florida,data engineer,5/1/40,Dice,Software Engineer - .NET - Remote - Full-time role,TRUE,urn:li:fsd_jobPosting:3046930005
36230,Florida,data engineer,5/1/41,Navy Federal Credit Union,Production Support Engineer (Near Real-Time Data),TRUE,urn:li:fsd_jobPosting:3015408661
36242,Florida,data engineer,5/1/42,Actalent,Software Engineer - 100% REMOTE,TRUE,urn:li:fsd_jobPosting:3055725029
36291,Florida,data engineer,5/1/43,"HX5, LLC",Data Analyst,FALSE,urn:li:fsd_jobPosting:2976880437
36295,Florida,data engineer,5/1/44,Newsela,"Software Engineer, Interactive Content",TRUE,urn:li:fsd_jobPosting:2931079798
36388,Florida,data engineer,5/1/45,Newsela,"Software Engineer, Interactive Content",TRUE,urn:li:fsd_jobPosting:2931084103
36481,Florida,data engineer,5/1/46,Inovalon,Software Engineer,TRUE,urn:li:fsd_jobPosting:3015001782
36490,Florida,data engineer,5/1/47,Newsela,"Software Engineer, Interactive Content",TRUE,urn:li:fsd_jobPosting:2931078946
36583,Florida,data engineer,5/1/48,GroundTruth,Software Engineer,TRUE,urn:li:fsd_jobPosting:3053090079
36586,Florida,data engineer,5/1/49,Newsela,"Software Engineer, Interactive Content",TRUE,urn:li:fsd_jobPosting:2931083175
36679,Florida,data engineer,5/1/50,Brex,"Software Engineer, Metrics Platform (Remote)",TRUE,urn:li:fsd_jobPosting:2532289977
36688,Florida,data engineer,5/1/51,Newsela,"Software Engineer, Interactive Content",TRUE,urn:li:fsd_jobPosting:2931083174
36781,Florida,data engineer,5/1/52,Qlik,DevSecOps Engineer,FALSE,urn:li:fsd_jobPosting:3053765437
36782,Florida,data engineer,5/1/53,Actalent,Software Engineer,FALSE,urn:li:fsd_jobPosting:3055716648
36831,Florida,data engineer,5/1/54,SYLABS,Software Engineer,TRUE,urn:li:fsd_jobPosting:3055435301
36834,Florida,data engineer,5/1/55,Zillow,Frontend Software Engineer,TRUE,urn:li:fsd_jobPosting:3052817505
36849,Florida,data engineer,5/1/56,Tempo Automation,Full-Stack Software Engineer,TRUE,urn:li:fsd_jobPosting:2930269939
36858,Florida,data engineer,5/1/57,Mozilla,Software Engineer,TRUE,urn:li:fsd_jobPosting:2901237351
36867,Florida,data engineer,5/1/58,Chewy,Data Scientist - Supply Chain,FALSE,urn:li:fsd_jobPosting:2850650449
36871,Florida,data engineer,5/1/59,"Varsity Tutors, a Nerdy Company",Software Engineer II (Full Stack),TRUE,urn:li:fsd_jobPosting:3048476841
36892,Florida,data engineer,5/1/60,Ironclad,Sales Engineering Enablement Manager,TRUE,urn:li:fsd_jobPosting:2938278345
36895,Florida,data engineer,5/1/61,"Varsity Tutors, a Nerdy Company",Software Engineer II (Full Stack),TRUE,urn:li:fsd_jobPosting:3048475834
36916,Florida,data engineer,5/1/62,ARC Group Inc,.NET Software Engineer,FALSE,urn:li:fsd_jobPosting:3055483015
36918,Florida,data engineer,5/1/63,Oracle,Oracle Cloud Operations Engineer (Oracle Database and Middleware Administrator _ REMOTE),TRUE,urn:li:fsd_jobPosting:3055448260
36921,Florida,data engineer,5/1/64,ARC Group Inc,.Net Software Engineer,TRUE,urn:li:fsd_jobPosting:3055482043
36923,Florida,data engineer,5/1/65,Redfin,Technical Lead (Staff Software Engineer) - Tours,TRUE,urn:li:fsd_jobPosting:3010627308
36927,Florida,data engineer,5/1/66,SMX,Data Scientist (1248),TRUE,urn:li:fsd_jobPosting:3017026692
36948,Florida,data engineer,5/1/67,ARC Group,Ruby on Rails Software Engineer (remote),TRUE,urn:li:fsd_jobPosting:3055473453
36949,Florida,data engineer,5/1/68,Actalent,Software Engineer L5,FALSE,urn:li:fsd_jobPosting:3055727348
36998,Florida,data engineer,5/1/69,Actalent,Engineering Technician IV,FALSE,urn:li:fsd_jobPosting:3055717161
37047,Florida,data engineer,5/1/70,Spire,Cloud Infrastructure Security Engineer,TRUE,urn:li:fsd_jobPosting:2968429513
37050,Florida,data engineer,5/1/71,Actalent,Software Engineer L5,FALSE,urn:li:fsd_jobPosting:3055708651
37099,Florida,data engineer,5/1/72,Circle,Data Scientist,TRUE,urn:li:fsd_jobPosting:2876846038
37111,Florida,data engineer,5/1/73,Yahoo,Paranoids Enterprise Security Engineer,TRUE,urn:li:fsd_jobPosting:3014523454
37237,Florida,data engineer,5/1/74,Actalent,Software Test Engineer,FALSE,urn:li:fsd_jobPosting:3055711771
37286,Florida,data engineer,5/1/75,Snapsheet Inc,Remote Software Engineer,TRUE,urn:li:fsd_jobPosting:3016194353
37295,Florida,data engineer,5/1/76,Actalent,Software Test Engineer,FALSE,urn:li:fsd_jobPosting:3055711773
37344,Florida,data engineer,5/1/77,Actalent,Embedded Software Engineer,FALSE,urn:li:fsd_jobPosting:3055718843
37393,Florida,data engineer,5/1/78,Grafana Labs,"Customer Success Engineer: Grafana Cloud (Remote, United States)",TRUE,urn:li:fsd_jobPosting:3016716210
37399,Florida,data engineer,5/1/79,Ford Motor Company,DAT Diagnostics Software Engineer,FALSE,urn:li:fsd_jobPosting:3016775603
37402,Florida,data engineer,5/1/80,L3Harris Technologies,"Specialist, Embedded Software Engineer (TS)",FALSE,urn:li:fsd_jobPosting:3004866357
37403,Florida,data engineer,5/1/81,BioTissue,"Engineer, Quality Supplier (Hybrid)",FALSE,urn:li:fsd_jobPosting:3016703950
37404,Florida,data engineer,5/1/82,SmileDirectClub,Data Analyst,TRUE,urn:li:fsd_jobPosting:2937861036
37413,Florida,data engineer,5/1/83,Yahoo,Android Principal Engineer - Yahoo! Fantasy Sports,TRUE,urn:li:fsd_jobPosting:3014527052
37539,Florida,data engineer,5/1/84,Actalent,Software Test Engineer,FALSE,urn:li:fsd_jobPosting:3055708956
37588,Florida,data engineer,5/1/85,Kensho Technologies,Security Engineer,TRUE,urn:li:fsd_jobPosting:3053767226
37597,Florida,data engineer,5/1/86,Yahoo,"Data Scientist II, Product Analytics & Experimentation",TRUE,urn:li:fsd_jobPosting:3014524375
37723,Florida,data engineer,5/1/87,"Varsity Tutors, a Nerdy Company",Software Engineer II (Full Stack),TRUE,urn:li:fsd_jobPosting:3048480205
37744,Florida,data engineer,5/1/88,Jumio Corporation,Software Engineer - Java,TRUE,urn:li:fsd_jobPosting:3028645042
37750,Florida,data engineer,5/1/89,Navy Federal Credit Union,Production Support Engineer (Near Real-Time Data),TRUE,urn:li:fsd_jobPosting:3015410456
37762,Florida,data engineer,5/1/90,Actalent,Software Test Engineer,FALSE,urn:li:fsd_jobPosting:3055715288
37811,Florida,data engineer,5/1/91,Samsara,Inside Sales Engineer - Connected Sites,TRUE,urn:li:fsd_jobPosting:2927535476
37814,Florida,data engineer,5/1/92,Piper Companies,Remote Java Software Engineer,TRUE,urn:li:fsd_jobPosting:3046871424
37841,Florida,data engineer,5/1/93,"Varsity Tutors, a Nerdy Company",Software Engineer II (Full Stack),TRUE,urn:li:fsd_jobPosting:3048479227
37862,Florida,data engineer,5/1/94,SpotOn,Full Stack Software Engineer (Restaurant/POS),FALSE,urn:li:fsd_jobPosting:3016759094
37868,Florida,data engineer,5/1/95,Actalent,Embedded Software Engineer,FALSE,urn:li:fsd_jobPosting:3055709437
37917,Florida,data engineer,5/1/96,Actalent,Junior Software Engineer,FALSE,urn:li:fsd_jobPosting:3055730496
37966,Florida,data engineer,5/1/97,"Varsity Tutors, a Nerdy Company",Software Engineer II (Full Stack),TRUE,urn:li:fsd_jobPosting:3048478416
37987,Florida,data engineer,5/1/98,"Varsity Tutors, a Nerdy Company",Software Engineer II (Full Stack),TRUE,urn:li:fsd_jobPosting:3048476838
38008,Florida,data engineer,5/1/99,Piper Companies,Remote Java Software Engineer,TRUE,urn:li:fsd_jobPosting:3046868940
38035,Florida,data engineer,5/1/00,Arthrex,Sales Operations Support Data Analyst Associate,FALSE,urn:li:fsd_jobPosting:2939973443
38038,California,gis analyst,5/1/01,RS&H,Geographic Information Systems (GIS) Analyst,FALSE,urn:li:fsd_jobPosting:3055578894
38039,Florida,gis analyst,5/1/02,POWER Engineers,GIS Analyst,FALSE,urn:li:fsd_jobPosting:2978514364
